pr_title,pr_url,pr_number,state,author_name,author_url,created_at,updated_at,closed_at,merged_at,assignee_name,assignee_url,requested_reviewers,labels,milestone_title,commit_sha,commit_ref,base_branch,description,review_comments_url,commits_url,statuses_url,pr_author_association
fix(curriculum): tests passing with seed code in Role playing game,https://github.com/freeCodeCamp/freeCodeCamp/pull/55580,55580,open,gikf,https://github.com/gikf,2024-07-20T09:14:27Z,2024-09-03T10:38:21Z,,,,,[],"['scope: curriculum', 'status: waiting update', 'new javascript course']",,af6c347126f0c8d0e04634c5a2f811f4ed38244b,fix/role-playing-game-tests-passing-with-seed,main,"Checklist:

- [x] I have read and followed the [contribution guidelines](https://contribute.freecodecamp.org).
- [x] I have read and followed the [how to open a pull request guide](https://contribute.freecodecamp.org/how-to-open-a-pull-request/).
- [x] My pull request targets the `main` branch of freeCodeCamp.
- [x] I have tested these changes either locally on my machine, or GitPod.

- - -
Notes
- Step 1 - browser appears to fix many of the incorrectly defined `html`, `head`, `body`, including the lack of them.
- Step 18 & 29, wanna see _funny_ trick?
  1. Go to any page (not fCC limited, youtube could be used as well), for example https://www.freecodecamp.org/learn/javascript-algorithms-and-data-structures-v8/learn-basic-javascript-by-building-a-role-playing-game/step-18
  2. Open browser's console.
  3. Type either in browser's console, or in the editor: `console.log(button2)`
  4. See appear the `#button2` element in console.
  5. Try it with other ids with names that could be proper JS variables.
  6. Also see their elements printed in console.
  7. You can be as confused as I am.
- Steps with `pick` function and `if` statements. `pick.toString()` will added infinite loop protection to the loops. This uses `if`, which makes using `pick.toString()` to match `if` less convenient.",https://api.github.com/repos/freeCodeCamp/freeCodeCamp/pulls/55580/comments,https://api.github.com/repos/freeCodeCamp/freeCodeCamp/pulls/55580/commits,https://api.github.com/repos/freeCodeCamp/freeCodeCamp/statuses/af6c347126f0c8d0e04634c5a2f811f4ed38244b,MEMBER
fix(curriculum): always passing tests in Pyramid generator,https://github.com/freeCodeCamp/freeCodeCamp/pull/55564,55564,open,gikf,https://github.com/gikf,2024-07-18T20:53:17Z,2024-09-04T01:16:27Z,,,,,[],"['status: waiting review', 'scope: curriculum', 'new javascript course']",,48d67b1394a3b117b9b1a73e3f5bec0314bed7e9,fix/pyramid-generator-always-passing-tests,main,"Checklist:

- [x] I have read and followed the [contribution guidelines](https://contribute.freecodecamp.org).
- [x] I have read and followed the [how to open a pull request guide](https://contribute.freecodecamp.org/how-to-open-a-pull-request/).
- [x] My pull request targets the `main` branch of freeCodeCamp.
- [x] I have tested these changes either locally on my machine, or GitPod.

- - -
- Fixes tests that were always passing
- Additionally:
  - Step 58 is doing a bit juggling, to still fail when `""test""` is not yet added.
  - In Step 105 extends checks to make sure code wasn't simply removed.
  - In Step 117 extends checks to make sure the initially commented out code, was indeed removed, instead of only uncommenting. And fixes pattern to match closing of the multi-line comment.",https://api.github.com/repos/freeCodeCamp/freeCodeCamp/pulls/55564/comments,https://api.github.com/repos/freeCodeCamp/freeCodeCamp/pulls/55564/commits,https://api.github.com/repos/freeCodeCamp/freeCodeCamp/statuses/48d67b1394a3b117b9b1a73e3f5bec0314bed7e9,MEMBER
"fix(curriculum): update layout and styles, remove inline styles",https://github.com/freeCodeCamp/freeCodeCamp/pull/55562,55562,open,lasjorg,https://github.com/lasjorg,2024-07-18T18:56:31Z,2024-09-03T10:41:00Z,,,,,[],"['status: waiting review', 'scope: curriculum', 'scope: a11y', 'scope: i18n', 'new javascript course']",,e20a23c3b628977723873569dcad9e3c36262d7b,fix/learn-recursion-styles,main,"Checklist:

<!-- Please follow this checklist and put an x in each of the boxes, like this: [x]. It will ensure that our team takes your pull request seriously. -->

- [x] I have read and followed the [contribution guidelines](https://contribute.freecodecamp.org).
- [x] I have read and followed the [how to open a pull request guide](https://contribute.freecodecamp.org/how-to-open-a-pull-request/).
- [x] My pull request targets the `main` branch of freeCodeCamp.
- [x] I have tested these changes either locally on my machine, or GitPod.

<!--If your pull request closes a GitHub issue, replace the XXXXX below with the issue number.-->

Closes #55542

Don't consider this a massive improvement, I do think it looks better. Tested with different browser zoom and font size.

It's a lot of changes for such a simple bug, but I think it is worth the update. Even if we could fix it with fewer changes, e.g. switch to rem for the margin and lower the values.

Separate commits to keep track of what I was doing.

Ran the `sync-i18n` script, but it messed with a bunch of unrelated files. For example, it deleted Odin project files from the Chinese and Arabic files, and made other changes to unrelated files including creating files (1507 changes in total). So I reverted it back. Not sure what the correct process is or if the docs for updating step based challenges is out of date.

Other PRs for this challenge are in progress, so it will end up with merge conflicts that need to be fixed.

---

Changes made:

1. Use flexbox for the call stack layout.

2. Created a box for the call stack and gave it a heading.

3. Added monospace font style, personal preference, but I think it fits the subject.

4. Removed the inline margin on call stack `p` elements and the related challenge step.

---

Edit: here is what it looks like


![decimal-to-binary](https://github.com/user-attachments/assets/3a14595e-9797-4b8b-90ab-23b34bc23fc8)
",https://api.github.com/repos/freeCodeCamp/freeCodeCamp/pulls/55562/comments,https://api.github.com/repos/freeCodeCamp/freeCodeCamp/pulls/55562/commits,https://api.github.com/repos/freeCodeCamp/freeCodeCamp/statuses/e20a23c3b628977723873569dcad9e3c36262d7b,CONTRIBUTOR
fix(curriculum): Shortens Date Formatter Project,https://github.com/freeCodeCamp/freeCodeCamp/pull/55480,55480,open,patrickwcode,https://github.com/patrickwcode,2024-07-11T08:18:38Z,2024-09-01T17:05:19Z,,,,,[],"['scope: curriculum', 'status: waiting update', 'scope: i18n', 'new javascript course']",,66d8a0d6d64863cacd518e9dc2800538fa9ca4cf,fix/dateFormatterCombined,main,"Checklist:

<!-- Please follow this checklist and put an x in each of the boxes, like this: [x]. It will ensure that our team takes your pull request seriously. -->

- [x] I have read and followed the [contribution guidelines](https://contribute.freecodecamp.org).
- [x] I have read and followed the [how to open a pull request guide](https://contribute.freecodecamp.org/how-to-open-a-pull-request/).
- [x] My pull request targets the `main` branch of freeCodeCamp.
- [x] I have tested these changes either locally on my machine, or GitPod.

<!--If your pull request closes a GitHub issue, replace the XXXXX below with the issue number.-->

Closes #55331

<!-- Feel free to add any additional description of changes below this line -->

- Combines Steps 23 to 25 for the Date Formatter project in English.
- Removes Steps 23 and 24.
- Total Steps updated from 29 to 27.
- Lesson, hint, and code are updated and working.",https://api.github.com/repos/freeCodeCamp/freeCodeCamp/pulls/55480/comments,https://api.github.com/repos/freeCodeCamp/freeCodeCamp/pulls/55480/commits,https://api.github.com/repos/freeCodeCamp/freeCodeCamp/statuses/66d8a0d6d64863cacd518e9dc2800538fa9ca4cf,CONTRIBUTOR
feat: init migration script,https://github.com/freeCodeCamp/freeCodeCamp/pull/55467,55467,open,ShaunSHamilton,https://github.com/ShaunSHamilton,2024-07-10T11:36:45Z,2024-08-21T07:50:18Z,,,,,[],"['platform: api', 'scope: tools/scripts']",,2edca20fb2297f92ca8e4bfd4a68e5e59b2833c0,feat_database-migrations,main,"This PR adds:
a) `shared/migrations/` - where all of our migration functions will live
b) `tools/scripts/migrate/` - a migration service which we can run when/where we please
c) on-the-fly document migrations for all `user` record ops
d) `tools/prisma-generator-schema/` - a library (generator) attached to `prisma generate` which produces `index.d.ts` files of every schema change

The current outcome of this PR is:
- `schema.prisma` will now be the source of truth for what the API sees
  - This has the benefit of us no longer needing to tip-toe around the schema when making changes, as all changes can immediately be considered _in effect_.
",https://api.github.com/repos/freeCodeCamp/freeCodeCamp/pulls/55467/comments,https://api.github.com/repos/freeCodeCamp/freeCodeCamp/pulls/55467/commits,https://api.github.com/repos/freeCodeCamp/freeCodeCamp/statuses/2edca20fb2297f92ca8e4bfd4a68e5e59b2833c0,MEMBER
fix(curriculum): refactor Cat Photo App step 12,https://github.com/freeCodeCamp/freeCodeCamp/pull/55461,55461,open,Supravisor,https://github.com/Supravisor,2024-07-10T03:34:16Z,2024-09-04T13:04:29Z,,,moT01,https://github.com/moT01,[],"['scope: curriculum', 'status: waiting update', 'scope: i18n', 'scope: tools/scripts']",,656d52b1f2ea5efb2cd6857c87eddc62fb2de930,refactorCatPhotoApp,main,"Checklist:

<!-- Please follow this checklist and put an x in each of the boxes, like this: [x]. It will ensure that our team takes your pull request seriously. -->

- [x] I have read and followed the [contribution guidelines](https://contribute.freecodecamp.org).
- [x] I have read and followed the [how to open a pull request guide](https://contribute.freecodecamp.org/how-to-open-a-pull-request/).
- [x] My pull request targets the `main` branch of freeCodeCamp.
- [x] I have tested these changes either locally on my machine, or GitPod.

<!--If your pull request closes a GitHub issue, replace the XXXXX below with the issue number.-->

Closes #54767

<!-- Feel free to add any additional description of changes below this line -->
",https://api.github.com/repos/freeCodeCamp/freeCodeCamp/pulls/55461/comments,https://api.github.com/repos/freeCodeCamp/freeCodeCamp/pulls/55461/commits,https://api.github.com/repos/freeCodeCamp/freeCodeCamp/statuses/656d52b1f2ea5efb2cd6857c87eddc62fb2de930,CONTRIBUTOR
fix(client): warn campers if variable is redefined,https://github.com/freeCodeCamp/freeCodeCamp/pull/55362,55362,open,a2937,https://github.com/a2937,2024-06-28T02:02:50Z,2024-08-21T00:56:06Z,,,,,"[{'reviewer_name': 'ilenia-magoni', 'reviewer_url': 'https://github.com/ilenia-magoni'}]","['status: waiting update', 'platform: learn', 'scope: i18n', 'scope: tools/scripts']",,6f5e0119b0585a38a507b693a1d2c56791c79b20,fix(curriculum)/rpg-29-redefine-warn,main,"Checklist:

<!-- Please follow this checklist and put an x in each of the boxes, like this: [x]. It will ensure that our team takes your pull request seriously. -->

- [X] I have read and followed the [contribution guidelines](https://contribute.freecodecamp.org).
- [X] I have read and followed the [how to open a pull request guide](https://contribute.freecodecamp.org/#/how-to-open-a-pull-request).
- [X] My pull request targets the `main` branch of freeCodeCamp.
- [X] I have tested these changes either locally on my machine, or GitPod.

<!--If your pull request closes a GitHub issue, replace the XXXXX below with the issue number.-->

Closes #XXXXX

<!-- Feel free to add any additional description of changes below this line -->
There are a possibility syntax errors campers might not readily solve intefering with the tests. Rather than getting a message like ""You should declare a `xpText` variable with `const`."" , the challenge stops working on the first text involving a variable (The text one). 
 
Another possibility to solve this issue is moving the xpText and healthText and goldText upwards , but I like my tests grouped and in order. 

Context: https://forum.freecodecamp.org/t/learn-basic-javascript-by-building-a-role-playing-game-step-29/697745/2 ",https://api.github.com/repos/freeCodeCamp/freeCodeCamp/pulls/55362/comments,https://api.github.com/repos/freeCodeCamp/freeCodeCamp/pulls/55362/commits,https://api.github.com/repos/freeCodeCamp/freeCodeCamp/statuses/6f5e0119b0585a38a507b693a1d2c56791c79b20,MEMBER
fix(a11y): improve the second part of the donation modal,https://github.com/freeCodeCamp/freeCodeCamp/pull/55273,55273,open,huyenltnguyen,https://github.com/huyenltnguyen,2024-06-21T19:10:58Z,2024-08-16T11:06:19Z,,,ahmaxed,https://github.com/ahmaxed,[],"['status: waiting review', 'platform: learn']",,3da05a582c415639dc8a972f9653d88724c8a81f,fix/donation-modal-a11y,main,"Checklist:

<!-- Please follow this checklist and put an x in each of the boxes, like this: [x]. It will ensure that our team takes your pull request seriously. -->

- [x] I have read and followed the [contribution guidelines](https://contribute.freecodecamp.org).
- [x] I have read and followed the [how to open a pull request guide](https://contribute.freecodecamp.org/how-to-open-a-pull-request/).
- [x] My pull request targets the `main` branch of freeCodeCamp.
- [x] I have tested these changes either locally on my machine, or GitPod.

<!--If your pull request closes a GitHub issue, replace the XXXXX below with the issue number.-->

This PR updates the donation modal to:
- Allow closing the modal by pressing Escape when the animation is complete
- Automatically focus on the donate button when the second part appears
  - There are two buttons on the modal: ""Become a Supporter"" and ""Ask me later"". The a11y recommendation is to have keyboard focus placed on a default focusable element in the modal. Generally the initial focus is set on the first focusable element, but we're free to decide what should receive the focus. I chose the ""Become a Supporter"" button because it's the first focusable element, but I'm open to suggestions here.
  - Ref: https://developer.mozilla.org/en-US/docs/Web/Accessibility/ARIA/Roles/dialog_role#required_javascript_features

<!-- Feel free to add any additional description of changes below this line -->
",https://api.github.com/repos/freeCodeCamp/freeCodeCamp/pulls/55273/comments,https://api.github.com/repos/freeCodeCamp/freeCodeCamp/pulls/55273/commits,https://api.github.com/repos/freeCodeCamp/freeCodeCamp/statuses/3da05a582c415639dc8a972f9653d88724c8a81f,MEMBER
feat(curriculum): New steps to teach lists,https://github.com/freeCodeCamp/freeCodeCamp/pull/55167,55167,open,ilenia-magoni,https://github.com/ilenia-magoni,2024-06-12T10:25:54Z,2024-09-04T18:39:38Z,,,,,"[{'reviewer_name': 'zairahira', 'reviewer_url': 'https://github.com/zairahira'}, {'reviewer_name': 'Dario-DC', 'reviewer_url': 'https://github.com/Dario-DC'}]","['scope: curriculum', 'status: waiting update', 'scope: i18n', 'new python course']",,2deac38a728bcfbff125a053e842d99e01c083e9,steps-for-lists,main,"Checklist:

<!-- Please follow this checklist and put an x in each of the boxes, like this: [x]. It will ensure that our team takes your pull request seriously. -->

- [x] I have read and followed the [contribution guidelines](https://contribute.freecodecamp.org).
- [x] I have read and followed the [how to open a pull request guide](https://contribute.freecodecamp.org/#/how-to-open-a-pull-request).
- [x] My pull request targets the `main` branch of freeCodeCamp.
- [x] I have tested these changes either locally on my machine, or GitPod.

<!--If your pull request closes a GitHub issue, replace the XXXXX below with the issue number.-->

Closes #55084

<!-- Feel free to add any additional description of changes below this line -->
",https://api.github.com/repos/freeCodeCamp/freeCodeCamp/pulls/55167/comments,https://api.github.com/repos/freeCodeCamp/freeCodeCamp/pulls/55167/commits,https://api.github.com/repos/freeCodeCamp/freeCodeCamp/statuses/2deac38a728bcfbff125a053e842d99e01c083e9,CONTRIBUTOR
feat(api-server): Introduce Reset Project Progress Endpoint ,https://github.com/freeCodeCamp/freeCodeCamp/pull/54182,54182,open,RavidYael,https://github.com/RavidYael,2024-03-22T09:57:56Z,2024-06-10T15:10:10Z,,,moT01,https://github.com/moT01,"[{'reviewer_name': 'ojeytonwilliams', 'reviewer_url': 'https://github.com/ojeytonwilliams'}]","['status: blocked', 'platform: api', 'platform: learn', 'scope: i18n']",,a4940936a093c8073b6be3ebfdfd8e0edef8e3ac,resetProjectBackend,main,"**Checklist:**

- [x] I have read and followed the [contribution guidelines](https://contribute.freecodecamp.org).
- [x] I have read and followed the [how to open a pull request guide](https://contribute.freecodecamp.org/#/how-to-open-a-pull-request).
- [x] My pull request targets the `main` branch of freeCodeCamp.
- [x] I have tested these changes either locally on my machine, or GitPod.

This PR introduces a new endpoint to freeCodeCamp's API: `/account/reset-progress/:dashedBlockName`, allowing Campers to selectively reset their progress on specific blocks within the curriculum. 

This addition addresses the community's request for more control over their learning journey, specifically targeting the need outlined in issue [#47464](https://github.com/freeCodeCamp/freeCodeCamp/issues/47464).

**Key Components Added and Modified:**

- **`postResetProjectProgress` Function in `user.js`**: Handles the logic to filter and update a user's completed challenges, resetting progress for a specified block. This function serves as the backbone of the new endpoint, ensuring users can easily revert their progress on challenging sections.

- **Utilities in `get-blocks-challenges-mappings.js`**:
  - **`getChallengeMapByBlock`**: Generates a mapping of all curriculum blocks to their respective challenge IDs, facilitating quick lookups.
  - **`getChallengeIdsForBlock`**: Leverages the block-challenge map to fetch specific challenge IDs for a given block, throwing an error if no matching block is found. This utility is pivotal in validating the `dashedBlockName` parameter and retrieving the relevant challenge IDs to reset.

**Questions and Feedback:**

- **Response Design Considerations**: The current implementation returns a detailed response including the message and count of challenges reset. This approach diverges from our API's general pattern of returning minimalistic responses. I would like to gather feedback on whether we should adjust this endpoint to align with the existing response design of our API. Specifically, should we simplify our response to an empty JSON object for consistency, or is there merit in providing detailed responses for certain endpoints to enhance user experience?
",https://api.github.com/repos/freeCodeCamp/freeCodeCamp/pulls/54182/comments,https://api.github.com/repos/freeCodeCamp/freeCodeCamp/pulls/54182/commits,https://api.github.com/repos/freeCodeCamp/freeCodeCamp/statuses/a4940936a093c8073b6be3ebfdfd8e0edef8e3ac,NONE
build: use module ESNext + Bundler for scripts,https://github.com/freeCodeCamp/freeCodeCamp/pull/54133,54133,open,ojeytonwilliams,https://github.com/ojeytonwilliams,2024-03-18T13:42:11Z,2024-06-21T12:30:24Z,,,,,[],"['status: blocked', 'scope: tools/scripts']",,f2bc43f01eda025140b0bee476fbf91cd405a7ff,build/use-esm-when-bundling,main,"This is a small step away from CJS to ESM. I'm sure there are more
headaches in the future, but I think this is going in the right
direction

Checklist:

<!-- Please follow this checklist and put an x in each of the boxes, like this: [x]. It will ensure that our team takes your pull request seriously. -->

- [x] I have read and followed the [contribution guidelines](https://contribute.freecodecamp.org).
- [x] I have read and followed the [how to open a pull request guide](https://contribute.freecodecamp.org/#/how-to-open-a-pull-request).
- [x] My pull request targets the `main` branch of freeCodeCamp.
- [x] I have tested these changes either locally on my machine, or GitPod.

<!--If your pull request closes a GitHub issue, replace the XXXXX below with the issue number.-->

https://github.com/freeCodeCamp/curriculum-helpers/pull/172 should fix the lint errors :crossed_fingers: 

<!-- Feel free to add any additional description of changes below this line -->
",https://api.github.com/repos/freeCodeCamp/freeCodeCamp/pulls/54133/comments,https://api.github.com/repos/freeCodeCamp/freeCodeCamp/pulls/54133/commits,https://api.github.com/repos/freeCodeCamp/freeCodeCamp/statuses/f2bc43f01eda025140b0bee476fbf91cd405a7ff,CONTRIBUTOR
Refactor(Client): Break Down Challenges Component for SOLID and Future Enhancements,https://github.com/freeCodeCamp/freeCodeCamp/pull/54028,54028,open,RavidYael,https://github.com/RavidYael,2024-03-08T12:27:53Z,2024-07-15T13:04:21Z,,,moT01,https://github.com/moT01,"[{'reviewer_name': 'ojeytonwilliams', 'reviewer_url': 'https://github.com/ojeytonwilliams'}]","['platform: learn', 'status: merge conflict']",,92c1b6fdec6372dbcc1491407edd3b9706ab06fc,refactorChallengesIntro,main,"Checklist:

- [x] I have read and followed the [contribution guidelines](https://contribute.freecodecamp.org).
- [x] I have read and followed the [how to open a pull request guide](https://contribute.freecodecamp.org/#/how-to-open-a-pull-request).
- [x] My pull request targets the `main` branch of freeCodeCamp.
- [x] I have tested these changes either locally on my machine, or GitPod.

This PR refactors the `Challenges` Component to improve adherence to SOLID principles and prepare for future feature additions such as solving issue [#47464](https://github.com/freeCodeCamp/freeCodeCamp/issues/47464). 

The refactoring led to the creation of several new components:

- **`ChallengeBlock`**: Serves as the main container for individual challenges, encapsulating the logic and presentation of a single challenge.
- **`ProjectController`**: Nested within `ChallengeBlock`, this component is the command center for critical project actions. It holds the essential buttons that initiate core functions such as 'start' and 'reset' for the projects.
  - **`ProjectControlButton`**: A new component within `ProjectController` that provides interactive buttons for user actions like starting or (future) resetting a project.
- **`ChallengeOrProjectNodesList`**: A dynamic list that renders either challenge steps or project nodes depending on the context, ensuring modularity.
- **`ChallengeNodesList`**: Specifically handles the rendering of nodes for challenges, laying out each step in a structured manner.
  - **`ChallengeNodeTile`**: Represents an individual node or step in a challenge, providing a concise summary and interactive elements for users.
  - **`ProjectNodeTile`**: Similar to `ChallengeNodeTile`, but tailored for project steps, with additional controls suited for project-specific actions.

The decomposition into smaller components not only clarifies the structure and responsibilities within the codebase but also sets the stage for the easy addition of a reset button, directly addressing the needs of issue [#47464](https://github.com/freeCodeCamp/freeCodeCamp/issues/47464). 
The new naming conventions and design improvements pave the way for future enhancements.",https://api.github.com/repos/freeCodeCamp/freeCodeCamp/pulls/54028/comments,https://api.github.com/repos/freeCodeCamp/freeCodeCamp/pulls/54028/commits,https://api.github.com/repos/freeCodeCamp/freeCodeCamp/statuses/92c1b6fdec6372dbcc1491407edd3b9706ab06fc,NONE
build: add workflow to publish images to DOCR,https://github.com/freeCodeCamp/freeCodeCamp/pull/54025,54025,open,ojeytonwilliams,https://github.com/ojeytonwilliams,2024-03-08T09:31:39Z,2024-07-08T13:00:47Z,,,,,[],['scope: tools/scripts'],,40f8ffb4106299ffc8e9f5713929794f2247fb21,build/publish-to-docr,main,"- build: create workflow with hardcoded variables
- build: use staging environment vars

Checklist:

<!-- Please follow this checklist and put an x in each of the boxes, like this: [x]. It will ensure that our team takes your pull request seriously. -->

- [x] I have read and followed the [contribution guidelines](https://contribute.freecodecamp.org).
- [x] I have read and followed the [how to open a pull request guide](https://contribute.freecodecamp.org/#/how-to-open-a-pull-request).
- [x] My pull request targets the `main` branch of freeCodeCamp.
- [ ] I have tested these changes either locally on my machine, or GitPod.

<!--If your pull request closes a GitHub issue, replace the XXXXX below with the issue number.-->

I'll test this properly once we have the environment setup.

<!-- Feel free to add any additional description of changes below this line -->
",https://api.github.com/repos/freeCodeCamp/freeCodeCamp/pulls/54025/comments,https://api.github.com/repos/freeCodeCamp/freeCodeCamp/pulls/54025/commits,https://api.github.com/repos/freeCodeCamp/freeCodeCamp/statuses/40f8ffb4106299ffc8e9f5713929794f2247fb21,CONTRIBUTOR
feat(API): Rate limiting with Redis,https://github.com/freeCodeCamp/freeCodeCamp/pull/53971,53971,open,Sembauke,https://github.com/Sembauke,2024-03-04T18:17:53Z,2024-03-07T12:19:32Z,,,ShaunSHamilton,https://github.com/ShaunSHamilton,[],"['status: blocked', 'platform: api', 'scope: tools/scripts']",,d9253c16fb5dbd90ba26093ede10ca20100730ed,feat/redis-rate-limiting,main,"Todo:
- ~~Add a Ci flow to run a Redis server that can communicate with the API. (Currently only possible to run the Redis server locally by composing a Docker Container.)~~
- ~~Check out a possible better solution to the current implementation with `@fastift/redis` looking at `@fastify/rate-limiter`~~",https://api.github.com/repos/freeCodeCamp/freeCodeCamp/pulls/53971/comments,https://api.github.com/repos/freeCodeCamp/freeCodeCamp/pulls/53971/commits,https://api.github.com/repos/freeCodeCamp/freeCodeCamp/statuses/d9253c16fb5dbd90ba26093ede10ca20100730ed,MEMBER
fix: use babel targets when transpiling user code,https://github.com/freeCodeCamp/freeCodeCamp/pull/53127,53127,open,ojeytonwilliams,https://github.com/ojeytonwilliams,2024-01-11T15:38:47Z,2024-07-12T15:07:29Z,,,,,[],"['status: blocked', 'scope: curriculum', 'platform: learn']",,237f4c3269288625f21290bc626e271ec945ae6e,fix/use-babel-targets-for-user-code,main,"Checklist:

<!-- Please follow this checklist and put an x in each of the boxes, like this: [x]. It will ensure that our team takes your pull request seriously. -->

- [x] I have read and followed the [contribution guidelines](https://contribute.freecodecamp.org).
- [x] I have read and followed the [how to open a pull request guide](https://contribute.freecodecamp.org/#/how-to-open-a-pull-request).
- [x] My pull request targets the `main` branch of freeCodeCamp.
- [x] I have tested these changes either locally on my machine, or GitPod.

<!--If your pull request closes a GitHub issue, replace the XXXXX below with the issue number.-->

\>0.4% means const is no-longer transpiled and so const location = []
throws rather than attempting to navigate.

Closes https://github.com/freeCodeCamp/freeCodeCamp/issues/52733

<!-- Feel free to add any additional description of changes below this line -->
",https://api.github.com/repos/freeCodeCamp/freeCodeCamp/pulls/53127/comments,https://api.github.com/repos/freeCodeCamp/freeCodeCamp/pulls/53127/commits,https://api.github.com/repos/freeCodeCamp/freeCodeCamp/statuses/237f4c3269288625f21290bc626e271ec945ae6e,CONTRIBUTOR
